year,area,value
2024,Norway,0.718836495601187
2024,Nord-Norge,0.776849888155483
2024,Midt-Norge,0.750884150202368
2024,Østlandet,0.691281056688785
2024,Vestlandet,0.673620415770723
2024,Sørlandet,0.704435205626672
