"year","part","sampled_mean"
"2010","S",1
"2010","S",0.93381938156298
"2010","S",1
"2010","S",0.762462621163231
"2010","S",1
"2010","S",1
"2010","S",0.918030906887602
"2010","S",0.966551912650997
"2010","S",1
"2010","S",1
"2010","S",0.934868919501732
"2010","S",1
"2010","S",0.799934612461881
"2010","S",1
"2010","S",0.960718806292133
"2010","S",0.839590589604293
"2010","S",1
"2010","S",0.75045592644652
"2010","S",0.96804642171408
"2010","S",1
"2010","S",0.913860510165016
"2010","S",0.585098642392603
"2010","S",0.96088740841978
"2010","S",0.889482463067415
"2010","S",0.749308365124649
"2010","S",0.840006624175981
"2010","S",0.84538736164295
"2010","S",1
"2010","S",0.905264306134887
"2010","S",0.889183731279455
"2010","S",0.795418400121455
"2010","S",0.642114295203115
"2010","S",0.983796159679283
"2010","S",0.775905584586799
"2010","S",1
"2010","S",0.748454223669397
"2010","S",0.826897448199699
"2010","S",0.803286562880481
"2010","S",0.86558175710717
"2010","S",0.819647859489633
"2010","S",0.891189269308724
"2010","S",0.877644215863473
"2010","S",0.94846918432115
"2010","S",0.94581198167573
"2010","S",1
"2010","S",1
"2010","S",0.964221160152673
"2010","S",1
"2010","S",0.594985101667637
"2010","S",0.77437292002571
"2010","S",0.924744809587402
"2010","S",0.716053211879477
"2010","S",0.774886742349312
"2010","S",1
"2010","S",0.887249697455089
"2010","S",0.616774012742236
"2010","S",0.727089125662784
"2010","S",0.961801284007685
"2010","S",0.941330702388076
"2010","S",0.988027223682305
"2010","S",1
"2010","S",0.917171491995194
"2010","S",1
"2010","S",0.737880149550153
"2010","S",0.713903516180938
"2010","S",0.703565642078883
"2010","S",0.873791565606823
"2010","S",0.850371067897236
"2010","S",1
"2010","S",0.802550166105538
"2010","S",1
"2010","S",0.938012378295807
"2010","S",0.92272405187603
"2010","S",0.979015776567608
"2010","S",0.981172264591776
"2010","S",0.804021625956228
"2010","S",0.808045749588963
"2010","S",1
"2010","S",1
"2010","S",1
"2010","S",0.787998243068032
"2010","S",0.9081682653455
"2010","S",0.935228681303533
"2010","S",1
"2010","S",0.890778466494442
"2010","S",0.811573399318336
"2010","S",0.905216112854256
"2010","S",0.958946862793583
"2010","S",0.934990293502288
"2010","S",1
"2010","S",0.898366436759663
"2010","S",0.846191365691663
"2010","S",0.927696977244536
"2010","S",0.912932749427965
"2010","S",0.897479371174121
"2010","S",0.776329633447725
"2010","S",0.789545185912955
"2010","S",1
"2010","S",0.875088407477951
"2010","S",0.626415447836991
"2010","S",0.824981486015376
"2010","S",1
"2010","S",0.820320551787171
"2010","S",0.914596446364583
"2010","S",0.98261987389212
"2010","S",0.718650969417843
"2010","S",1
"2010","S",0.91626332970556
"2010","S",0.815871145425857
"2010","S",0.883636931908045
"2010","S",0.895674529621304
"2010","S",0.90408940685848
"2010","S",0.905984983371949
"2010","S",0.677540732199947
"2010","S",0.630366206652912
"2010","S",0.846470575304574
"2010","S",0.715664754971274
"2010","S",1
"2010","S",0.857287734384421
"2010","S",0.783480478034237
"2010","S",0.799202546217003
"2010","S",0.57612460335095
"2010","S",0.648437647627993
"2010","S",1
"2010","S",0.695834197904382
"2010","S",1
"2010","S",0.89076133808076
"2010","S",0.781132518435275
"2010","S",0.995865009655955
"2010","S",0.963616176073728
"2010","S",0.860343321424486
"2010","S",0.959384038066667
"2010","S",0.961640848042449
"2010","S",0.94138659684086
"2010","S",1
"2010","S",0.979284477601609
"2010","S",0.894722290710278
"2010","S",0.903837594533443
"2010","S",1
"2010","S",0.807334305022539
"2010","S",0.885534534494764
"2010","S",0.915377259196102
"2010","S",1
"2010","S",0.864447320815013
"2010","S",1
"2010","S",0.58676309583791
"2010","S",0.884489168030152
"2010","S",1
"2010","S",0.905414418369419
"2010","S",0.81095279551185
"2010","S",0.9870339996643
"2010","S",0.923872019265314
"2010","S",0.639048525349535
"2010","S",0.885352576729233
"2010","S",0.654060807637358
"2010","S",0.772789241246637
"2010","S",0.856640367301438
"2010","S",0.867536159997044
"2010","S",0.878056062554821
"2010","S",0.641686226957719
"2010","S",0.836007120568361
"2010","S",0.933882766716006
"2010","S",1
"2010","S",0.832375358680876
"2010","S",0.865944171527456
"2010","S",0.848124112403486
"2010","S",0.869703472947632
"2010","S",0.831236299150621
"2010","S",0.854714740367222
"2010","S",0.859009579070565
"2010","S",0.761136257907311
"2010","S",1
"2010","S",1
"2010","S",0.94376686609239
"2010","S",0.977163240660119
"2010","S",0.801488728332472
"2010","S",0.917875895164252
"2010","S",1
"2010","S",0.888105018863193
"2010","S",0.89338509503638
"2010","S",1
