year,part,level,id,sampled_value
2019,C,ECT,A1,0.6087085644770481
2019,C,ECT,A1,0.5462342366866227
2019,C,ECT,A1,0.6079160659978793
2019,C,ECT,A1,0.6551661986888017
2019,C,ECT,A1,0.6629984937274191
2019,C,ECT,A1,0.6446706914199307
2019,C,ECT,A1,0.65778418237241
2019,C,ECT,A1,0.6361119391700005
2019,C,ECT,A1,0.49992279165957465
2019,C,ECT,A1,0.5469287548557097
2019,C,ECT,A1,0.6478085450935339
2019,C,ECT,A1,0.6124280589380025
2019,C,ECT,A1,0.5872820740091725
2019,C,ECT,A1,0.6542851747778087
2019,C,ECT,A1,0.6309564275587987
2019,C,ECT,A1,0.6489941604498318
2019,C,ECT,A1,0.6144049799541098
2019,C,ECT,A1,0.6365142383144282
2019,C,ECT,A1,0.6526943951383934
2019,C,ECT,A1,0.633876588721434
2019,C,ECT,A1,0.6526864946503155
2019,C,ECT,A1,0.5341879091119496
2019,C,ECT,A1,0.610363863384633
2019,C,ECT,A1,0.6522641709588224
2019,C,ECT,A1,0.6351266642818305
2019,C,ECT,A1,0.6329679899051802
2019,C,ECT,A1,0.6277133956046541
2019,C,ECT,A1,0.6226970535176485
2019,C,ECT,A1,0.6487042749354432
2019,C,ECT,A1,0.6172365543679218
2019,C,ECT,A1,0.6485213797739486
2019,C,ECT,A1,0.640925441224748
2019,C,ECT,A1,0.6646376547901374
2019,C,ECT,A1,0.6340507416094853
2019,C,ECT,A1,0.6503132637484559
2019,C,ECT,A1,0.6186184168867644
2019,C,ECT,A1,0.6617953677441375
2019,C,ECT,A1,0.587938596341527
2019,C,ECT,A1,0.6664082598455922
2019,C,ECT,A1,0.6612526551649149
2019,C,ECT,A1,0.6658501447900845
2019,C,ECT,A1,0.6517266644585309
2019,C,ECT,A1,0.5388688329935032
2019,C,ECT,A1,0.6262485409290173
2019,C,ECT,A1,0.6627156355690282
2019,C,ECT,A1,0.6627559399904182
2019,C,ECT,A1,0.6349308767696988
2019,C,ECT,A1,0.6605491645995559
2019,C,ECT,A1,0.6258326634681883
2019,C,ECT,A1,0.6557904082160947
2019,C,ECT,A1,0.635250630860339
2019,C,ECT,A1,0.6465782097909527
2019,C,ECT,A1,0.6361783964801555
2019,C,ECT,A1,0.6407852758542749
2019,C,ECT,A1,0.6436231825139191
2019,C,ECT,A1,0.6055628670912023
2019,C,ECT,A1,0.6653203570402169
2019,C,ECT,A1,0.6187296984762692
2019,C,ECT,A1,0.6568567097992812
2019,C,ECT,A1,0.6108186029774625
2019,C,ECT,A1,0.6579670386000771
2019,C,ECT,A1,0.6239343890802245
2019,C,ECT,A1,0.6105632770398245
2019,C,ECT,A1,0.649968686866288
2019,C,ECT,A1,0.663128808168133
2019,C,ECT,A1,0.6565436371638529
2019,C,ECT,A1,0.6603479832742397
2019,C,ECT,A1,0.6034088484019398
2019,C,ECT,A1,0.5211555702997228
2019,C,ECT,A1,0.650208908187536
2019,C,ECT,A1,0.6528087582128371
2019,C,ECT,A1,0.6113701548730585
2019,C,ECT,A1,0.655717795153209
2019,C,ECT,A1,0.4891978980941499
2019,C,ECT,A1,0.6672865518402962
2019,C,ECT,A1,0.65142671008081
