"period","region","sampled_mean"
"2010-2014","1",0.478981804722206
"2010-2014","1",0.446075832913578
"2010-2014","1",0.468308271224088
"2010-2014","1",0.468448382112537
"2010-2014","1",0.462707290377196
"2010-2014","1",0.474021016234867
"2010-2014","1",0.47095988961345
"2010-2014","1",0.47545151809055
"2010-2014","1",0.462463651965063
"2010-2014","1",0.474041832208627
"2010-2014","1",0.472730414509956
"2010-2014","1",0.466053038742854
"2010-2014","1",0.457572413127529
"2010-2014","1",0.468223611259469
"2010-2014","1",0.458329770640898
"2010-2014","1",0.452038174238771
"2010-2014","1",0.473553302241016
"2010-2014","1",0.463257248106652
"2010-2014","1",0.470108167334943
"2010-2014","1",0.453372953673521
"2010-2014","1",0.47233509755933
"2010-2014","1",0.454068838760602
"2010-2014","1",0.460833923997185
"2010-2014","1",0.465177631575206
"2010-2014","1",0.460301177638638
"2010-2014","1",0.473701013545035
"2010-2014","1",0.457211850961133
"2010-2014","1",0.465705071150315
"2010-2014","1",0.461054881892063
"2010-2014","1",0.454579141762685
"2010-2014","1",0.477197176443087
"2010-2014","1",0.457763778790986
"2010-2014","1",0.477664962240547
"2010-2014","1",0.46505061117765
"2010-2014","1",0.453233985586617
"2010-2014","1",0.459838609756057
"2010-2014","1",0.467799915422725
"2010-2014","1",0.471779660365889
"2010-2014","1",0.466453024848001
"2010-2014","1",0.453828065947641
"2010-2014","1",0.450865871084116
"2010-2014","1",0.465307758581671
"2010-2014","1",0.454831555628383
"2010-2014","1",0.454136404262817
"2010-2014","1",0.455146657706869
"2010-2014","1",0.448563054040271
"2010-2014","1",0.478784742853265
"2010-2014","1",0.478949833707401
"2010-2014","1",0.460461868730382
"2010-2014","1",0.472502976313566
"2010-2014","1",0.471233834528746
"2010-2014","1",0.452429399876047
"2010-2014","1",0.470652248348479
"2010-2014","1",0.445800434631387
"2010-2014","1",0.460680760065975
"2010-2014","1",0.46959380166443
"2010-2014","1",0.452201660591753
"2010-2014","1",0.462711632814213
"2010-2014","1",0.457340736133271
"2010-2014","1",0.447882389208144
"2010-2014","1",0.46704551196527
"2010-2014","1",0.468110176024153
"2010-2014","1",0.446175464925261
