"year","part","sampled_mean"
"2010","C",0.755253972510346
"2010","C",0.773615973069846
"2010","C",0.765243650301629
"2010","C",0.744907809304793
"2010","C",0.758569009293572
"2010","C",0.752553295492541
"2010","C",0.721349144484905
"2010","C",0.773866098784474
"2010","C",0.733744409269233
"2010","C",0.766588913404288
"2010","C",0.766607849484686
"2010","C",0.752504680308939
"2010","C",0.777502525729149
"2010","C",0.760905162240268
"2010","C",0.733210828243878
"2010","C",0.783844035706503
"2010","C",0.748081636148024
"2010","C",0.763362001097148
"2010","C",0.76623162316513
"2010","C",0.744004788304863
"2010","C",0.75933495016802
"2010","C",0.74675469379589
"2010","C",0.758739204687585
"2010","C",0.765173245006405
"2010","C",0.761328902000682
"2010","C",0.755199939444755
"2010","C",0.761237549480019
"2010","C",0.735588926387698
"2010","C",0.741271705757299
"2010","C",0.756866783173089
"2010","C",0.739184540652249
"2010","C",0.760356143836328
"2010","C",0.764827277190346
"2010","C",0.774200685381078
"2010","C",0.747618930961071
"2010","C",0.752962969303689
"2010","C",0.738248197351434
"2010","C",0.772623779675122
"2010","C",0.761287482391821
"2010","C",0.744959442614217
"2010","C",0.742018825774041
"2010","C",0.755760492893162
"2010","C",0.755051837779372
"2010","C",0.762684586754483
"2010","C",0.777175479351025
"2010","C",0.748023608463076
"2010","C",0.752519702693074
"2010","C",0.768468100076571
"2010","C",0.763756850751253
"2010","C",0.747541074504361
"2010","C",0.75130279194643
"2010","C",0.785156075891933
"2010","C",0.739874905668816
"2010","C",0.75890477333821
"2010","C",0.753998692454488
"2010","C",0.750356673396948
"2010","C",0.754921272715081
"2010","C",0.764756938717496
"2010","C",0.768231135252106
"2010","C",0.743890678272407
"2010","C",0.740982092810763
"2010","C",0.768087335080132
"2010","C",0.759179552935463
"2010","C",0.768663895874694
"2010","C",0.748829941343015
"2010","C",0.761468929366705
"2010","C",0.760550360105164
"2010","C",0.745312180635739
"2010","C",0.773355069426122
"2010","C",0.756763139388885
"2010","C",0.762761061832616
"2010","C",0.734321708907286
"2010","C",0.746034140746757
"2010","C",0.732825161401533
"2010","C",0.758720980168732
"2010","C",0.77219351022426
"2010","C",0.786676637784018
"2010","C",0.747000344474005
"2010","C",0.756460543739112
"2010","C",0.749566972566264
"2010","C",0.757494387513707
"2010","C",0.74741632400397
"2010","C",0.779663070382652
"2010","C",0.758527073541634
"2010","C",0.753936428007178
"2010","C",0.770169851151909
"2010","C",0.762814659285674
"2010","C",0.757619476456962
"2010","C",0.778138183721052
"2010","C",0.790201075015068
"2010","C",0.752767812763315
"2010","C",0.759895264996422
"2010","C",0.749212167777962
"2010","C",0.756804383770479
"2010","C",0.747908356994255
"2010","C",0.773203948827706
"2010","C",0.738624525243379
"2010","C",0.769428576946974
"2010","C",0.764850496131714
"2010","C",0.739761228391967
"2010","C",0.751210893084738
"2010","C",0.749733685406563
"2010","C",0.759225459422545
"2010","C",0.748524575137064
"2010","C",0.739952712439186
"2010","C",0.767059196220356
"2010","C",0.760824779294543
"2010","C",0.747024593484086
"2010","C",0.741191942455301
"2010","C",0.751623330551892
"2010","C",0.768377705893407
"2010","C",0.741437127436602
"2010","C",0.780746163715816
"2010","C",0.733742672473619
"2010","C",0.739905030182377
"2010","C",0.769231857060797
"2010","C",0.771184264113862
"2010","C",0.78042025277936
"2010","C",0.736974658907203
"2010","C",0.73408578174825
"2010","C",0.765479847249854
"2010","C",0.76041512883184
"2010","C",0.763248495841377
"2010","C",0.756787976423116
"2010","C",0.768025856229343
"2010","C",0.742262823619428
"2010","C",0.744930135295929
"2010","C",0.754089192535679
"2010","C",0.761532641866458
"2010","C",0.747538344833607
"2010","C",0.747377650429033
"2010","C",0.753529967657862
"2010","C",0.782530125981481
"2010","C",0.767805794507723
"2010","C",0.756234252586345
"2010","C",0.779697514653997
"2010","C",0.759808062647206
"2010","C",0.770872984016354
"2010","C",0.741181332769964
"2010","C",0.749811397764113
"2010","C",0.751753226532513
"2010","C",0.746168700179982
"2010","C",0.751828902903376
"2010","C",0.753535370131551
"2010","C",0.748413085726261
"2010","C",0.750472737706713
"2010","C",0.767126095598962
"2010","C",0.748091044269135
"2010","C",0.761011932762215
"2010","C",0.756498507365329
"2010","C",0.754367586317665
"2010","C",0.752950234687688
"2010","C",0.764775145171982
"2010","C",0.742971043339399
"2010","C",0.762254190558925
"2010","C",0.727278436721363
"2010","C",0.739475116671299
"2010","C",0.765772341022786
"2010","C",0.753014865796998
"2010","C",0.747319047725124
"2010","C",0.752395419853577
"2010","C",0.759555739233388
"2010","C",0.771912040515656
"2010","C",0.749054317711044
"2010","C",0.716597738323988
"2010","C",0.734856335934969
"2010","C",0.754898868616744
"2010","C",0.758281617131295
"2010","C",0.751334202642186
"2010","C",0.767137222149397
"2010","C",0.756110573180308
"2010","C",0.74436420097568
"2010","C",0.746324800892452
"2010","C",0.744855280104323
"2010","C",0.75137695662981
"2010","C",0.760544624011067
"2010","C",0.788178733891964
"2010","C",0.76502011913388
"2010","C",0.752234858371257
"2010","C",0.774263826513339
"2010","C",0.741641072130806
"2010","C",0.762246538633505
"2010","C",0.761128466902495
"2010","C",0.754482676601278
"2010","C",0.76296038481376
"2010","C",0.755986857918976
"2010","C",0.746001534689369
"2010","C",0.765323434966179
"2010","C",0.72146594833129
"2010","C",0.754824458105346
"2010","C",0.762763577375335
"2010","C",0.767936455846575
"2010","C",0.758089561220614
"2010","C",0.734936312673068
"2010","C",0.735382198793998
"2010","C",0.742893692963367
"2010","C",0.763672051010097
"2010","C",0.765478705323215
"2010","C",0.730463664684513
"2010","C",0.759914824563848
"2010","C",0.781679394665348
"2010","C",0.771287880181423
"2010","C",0.725923187196001
"2010","C",0.750281076733876
"2010","C",0.743555817599168
"2010","C",0.74466802071661
"2010","C",0.760641631023956
"2010","C",0.78505255480601
"2010","C",0.765880851887172
"2010","C",0.77320861377517
"2010","C",0.741869483870918
"2010","C",0.763390344286543
"2010","C",0.758593450780948
"2010","C",0.758841288222664
"2010","C",0.737930856456259
"2010","C",0.755317539174873
