rand_point,DSM_max,DSM_median,meta_max,geo_type,tilstnd,id,slope,dem,meta_media,hvdksys,year,month,LiD1,meta1,differ,metamedian,lidmedian,metamax,lidmax
17969,0.899566650390625,0.049036559432091,1.573340535163879,Polygon,god,NINFP2110052764,3.096705436706543,403.779174804687443,0.412409231066704,Semi-naturlig,2020.000000000000000,8.000000000000000,0.115539550781250,0.430041611194611,-0.31,0.422875821590424,0.060729980468750,0.445058465003967,0.271392822265625
17970,0.899566650390625,0.049036559432091,1.573340535163879,Polygon,god,NINFP2110052764,3.096705436706543,403.779174804687443,0.412409231066704,Semi-naturlig,2020.000000000000000,8.000000000000000,0.057922363281250,0.410397529602051,-0.35,0.410553812980652,0.046737670898438,0.412978738546371,0.613891601562500
17971,0.899566650390625,0.049036559432091,1.573340535163879,Polygon,god,NINFP2110052764,3.096705436706543,403.779174804687443,0.412409231066704,Semi-naturlig,2020.000000000000000,8.000000000000000,0.029174804687500,0.410453021526337,-0.38,0.411103576421738,0.023483276367188,0.414888560771942,0.692657470703125
17972,0.899566650390625,0.049036559432091,1.573340535163879,Polygon,god,NINFP2110052764,3.096705436706543,403.779174804687443,0.412409231066704,Semi-naturlig,2020.000000000000000,8.000000000000000,0.028930664062500,0.411251217126846,-0.38,0.411435171961784,0.028350830078125,0.413700222969055,0.309936523437500
17973,0.899566650390625,0.049036559432091,1.573340535163879,Polygon,god,NINFP2110052764,3.096705436706543,403.779174804687443,0.412409231066704,Semi-naturlig,2020.000000000000000,8.000000000000000,0.009643554687500,0.410433232784271,-0.40,0.410647436976433,0.020721435546875,0.412749737501144,0.218292236328125
17974,0.899566650390625,0.049036559432091,1.573340535163879,Polygon,god,NINFP2110052764,3.096705436706543,403.779174804687443,0.412409231066704,Semi-naturlig,2020.000000000000000,8.000000000000000,0.001403808593750,0.414065092802048,-0.41,0.414674922823906,0.022521972656250,0.478951275348663,2.036132812500000
17975,0.899566650390625,0.049036559432091,1.573340535163879,Polygon,god,NINFP2110052764,3.096705436706543,403.779174804687443,0.412409231066704,Semi-naturlig,2020.000000000000000,8.000000000000000,0.138885498046875,0.410207897424698,-0.27,0.410388678312302,0.033142089843750,0.415004700422287,0.199249267578125
17976,0.899566650390625,0.049036559432091,1.573340535163879,Polygon,god,NINFP2110052764,3.096705436706543,403.779174804687443,0.412409231066704,Semi-naturlig,2020.000000000000000,8.000000000000000,0.028198242187500,0.421270996332169,-0.39,0.417072653770447,0.026062011718750,0.814337432384491,0.411712646484375
17977,0.899566650390625,0.049036559432091,1.573340535163879,Polygon,god,NINFP2110052764,3.096705436706543,403.779174804687443,0.412409231066704,Semi-naturlig,2020.000000000000000,8.000000000000000,0.022888183593750,0.417207688093185,-0.39,0.413610160350800,0.038467407226562,0.420755088329315,3.188049316406250
17978,0.899566650390625,0.049036559432091,1.573340535163879,Polygon,god,NINFP2110052764,3.096705436706543,403.779174804687443,0.412409231066704,Semi-naturlig,2020.000000000000000,8.000000000000000,0.004302978515625,0.410896956920624,-0.41,0.412287771701813,0.052703857421875,0.445058465003967,0.270019531250000
17979,0.899566650390625,0.049036559432091,1.573340535163879,Polygon,god,NINFP2110052764,3.096705436706543,403.779174804687443,0.412409231066704,Semi-naturlig,2020.000000000000000,8.000000000000000,0.009307861328125,0.411801517009735,-0.40,0.412166237831116,0.017089843750000,0.416679084300995,0.658660888671875
17980,0.899566650390625,0.049036559432091,1.573340535163879,Polygon,god,NINFP2110052764,3.096705436706543,403.779174804687443,0.412409231066704,Semi-naturlig,2020.000000000000000,8.000000000000000,0.009552001953125,0.411821663379669,-0.40,0.411310017108917,0.050186157226562,0.413196057081223,0.184387207031250
17981,0.899566650390625,0.049036559432091,1.573340535163879,Polygon,god,NINFP2110052764,3.096705436706543,403.779174804687443,0.412409231066704,Semi-naturlig,2020.000000000000000,8.000000000000000,0.026916503906250,0.431369632482529,-0.40,0.417065441608429,0.061920166015625,0.441088408231735,0.416351318359375
17982,0.899566650390625,0.049036559432091,1.573340535163879,Polygon,god,NINFP2110052764,3.096705436706543,403.779174804687443,0.412409231066704,Semi-naturlig,2020.000000000000000,8.000000000000000,0.067169189453125,0.415452957153320,-0.35,0.411639004945755,0.032196044921875,0.420270383358002,0.220031738281250
